PA,640,5,6
PA,140,2,5.5
PA,405,2,7.5
PA,389,3,7
PA,359,3,5.7
PA,349,2,6.3
PA,388,3,5
PA,599,3,10
PA,475,3,7.4
PA,589,3,10
PA,580,3,15.4
PA,475,3,6
PA,428,3,6.6
MP,379,4,7
MP,310,2,6
MP,435,4,6.6
MP,389,3,7.2
MP,419,4,4
MP,499,4,6
MP,395,3,7.2
MP,435,2,6
MP,615,4,6
MP,425,4,7.5
MP,419,3,10
MP,625,4,9.6
MP,445,4,6.1
